Title,Link,Date,Views,File_name,Label
3 วิธีแปรงฟันที่คุณอาจเข้าใจผิดมาตลอด,https://www.sanook.com/health/1673/,25 มิ.ย. 62,"142,743",สุขภาพ_358.txt,สุขภาพ
ไข่แดง กินมากไม่ดีต่อสุขภาพจริงหรือ?,https://www.sanook.com/health/6661/,4 มี.ค. 62,"141,963",สุขภาพ_359.txt,สุขภาพ
แน่น-อึดอัดท้อง สัญญาณอันตราย “ม้ามโต”,https://www.sanook.com/health/6825/,23 ก.พ. 61,"141,566",สุขภาพ_360.txt,สุขภาพ
ลืมกินยา ทำอย่างไร ก่อน-หลังอาหารกี่นาที?,https://www.sanook.com/health/2307/,2 ธ.ค. 60,"141,109",สุขภาพ_361.txt,สุขภาพ
“หน้ากาก N95” ใช้ซ้ำได้หรือไม่? เมื่อไรควรเปลี่ยน?,https://www.sanook.com/health/14665/,7 ก.พ. 62,"140,506",สุขภาพ_362.txt,สุขภาพ
5 อาหารตามสั่งยอดฮิต เสี่ยงโรคอันตรายโดยไม่รู้ตัว,https://www.sanook.com/health/2613/,24 พ.ย. 60,"140,414",สุขภาพ_363.txt,สุขภาพ
"4 วิธีลด ""ไขมันหน้าท้อง"" แบบง่ายๆ ได้ผลจริง",https://www.sanook.com/health/32353/,23 ม.ค. 65,"140,392",สุขภาพ_364.txt,สุขภาพ
ยาหมดอายุ ดูยังไง? ทานแล้วเป็นอันตรายหรือไม่?,https://www.sanook.com/health/3433/,13 พ.ย. 61,"140,148",สุขภาพ_365.txt,สุขภาพ
"ผลข้างเคียงจากอาหารเสริม ""เมลาโทนิน""",https://www.sanook.com/health/13433/,15 พ.ย. 61,"140,098",สุขภาพ_366.txt,สุขภาพ
10 สัญญาณอันตราย ข้อไหล่ติด ข้อไหล่ยึด ภัยร้ายวัยทำงาน-วัยชรา,https://www.sanook.com/health/5513/,21 มิ.ย. 61,"139,916",สุขภาพ_367.txt,สุขภาพ
รู้จักไหม? “อาร์ติโชค” ป้องกันตับแข็ง-ลดไขมัน คอเลสเตอรอล,https://www.sanook.com/health/4725/,30 พ.ย. 60,"139,715",สุขภาพ_368.txt,สุขภาพ
เส้นเลือดที่มือปูดโปนออกมา เป็นเพราะอะไร?,https://www.sanook.com/health/20429/,1 ก.ค. 63,"139,571",สุขภาพ_369.txt,สุขภาพ
ทำไม? ผู้หญิงที่มีประจำเดือนมักมีอาการ “ท้องเสีย”,https://www.sanook.com/health/13213/,29 พ.ย. 61,"139,374",สุขภาพ_370.txt,สุขภาพ
"""กรดอะมิโนจำเป็น"" จำเป็นอย่างไร? หาได้จากที่ไหนบ้าง?",https://www.sanook.com/health/13737/,8 ธ.ค. 61,"138,791",สุขภาพ_371.txt,สุขภาพ
ไขข้อสงสัย! ขอบตาดำคล้ำ เพราะนอนไม่พอจริงหรือเปล่า,https://www.sanook.com/health/2113/,21 ธ.ค. 61,"138,784",สุขภาพ_372.txt,สุขภาพ
“ถ่ายเป็นเลือด” แบบไหนเสี่ยงมะเร็งลำไส้ใหญ่-ริดสีดวงทวาร,https://www.sanook.com/health/9029/,1 ม.ค. 62,"138,574",สุขภาพ_373.txt,สุขภาพ
มีอารมณ์ทางเพศตลอดเวลา ผิดปกติไหม แล้วจะรับมือได้อย่างไร?,https://www.sanook.com/health/26209/,17 ม.ค. 64,"138,477",สุขภาพ_374.txt,สุขภาพ
"9 ประโยชน์ของ ""กาแฟ"" และวิธีดื่มให้ปลอดภัยต่อสุขภาพ",https://www.sanook.com/health/32297/,18 ม.ค. 65,"137,772",สุขภาพ_375.txt,สุขภาพ
ระวัง! ซื้อ “ยาถ่ายพยาธิ” มากินเอง เสี่ยง “พยาธิขึ้นสมอง”,https://www.sanook.com/health/13261/,24 ต.ค. 61,"137,495",สุขภาพ_376.txt,สุขภาพ
"ทำอย่างไร? ""ไอเรื้อรัง"" ไม่หายสักที",https://www.sanook.com/health/8081/,12 พ.ย. 61,"137,361",สุขภาพ_377.txt,สุขภาพ
15 อาหารที่ทั้งมีประโยชน์ และทำให้หน้าท้องแบนราบ,https://www.sanook.com/health/8713/,26 ธ.ค. 60,"137,348",สุขภาพ_378.txt,สุขภาพ
“แผลฟกช้ำ-รอยช้ำจ้ำเลือด” เกิดจากอะไร อันตรายแค่ไหน?,https://www.sanook.com/health/24823/,29 ส.ค. 63,"137,182",สุขภาพ_379.txt,สุขภาพ
5 อาหารช่วยย่อย ลดแน่นท้อง หลังจัดบุฟเฟ่ต์,https://www.sanook.com/health/6233/,7 ก.พ. 63,"137,168",สุขภาพ_380.txt,สุขภาพ
"11 สัญญาณอันตรายของ ""โรคแพ้ภูมิตัวเอง"" (SLE)",https://www.sanook.com/health/17273/,8 ส.ค. 62,"136,977",สุขภาพ_381.txt,สุขภาพ
เจ็บคอ ดื่ม “น้ำอุ่น” หรือ “น้ำเย็น” ดีกว่ากัน?,https://www.sanook.com/health/17685/,11 ธ.ค. 63,"136,823",สุขภาพ_382.txt,สุขภาพ
สรรพคุณฟ้าทะลายโจร และวิธีกินฟ้าทะลายโจรให้ปลอดภัย,https://www.sanook.com/health/21313/,24 มี.ค. 63,"136,495",สุขภาพ_383.txt,สุขภาพ
อาหารลดไขมันพอกตับ ยิ่งทานยิ่งดีต่อสุขภาพ,https://www.sanook.com/health/8093/,5 ก.ค. 61,"135,832",สุขภาพ_384.txt,สุขภาพ
หมูกระทะ กับอันตรายที่มากกว่า “มะเร็ง”,https://www.sanook.com/health/7657/,7 มิ.ย. 62,"135,812",สุขภาพ_385.txt,สุขภาพ
6 อาหารที่ช่วยลดคอเลสเตอรอล ห่างไกลไขมันอุดตันเส้นเลือด,https://www.sanook.com/health/5509/,11 ต.ค. 61,"135,640",สุขภาพ_386.txt,สุขภาพ
5 อันตรายจากการใช้มือถือในที่มืดนานๆ,https://www.sanook.com/health/3061/,25 มี.ค. 59,"135,002",สุขภาพ_387.txt,สุขภาพ
“โทงเทง” สมุนไพรไทยชื่อไม่คุ้น ลดเบาหวาน-ขับพยาธิ,https://www.sanook.com/health/3333/,25 ม.ค. 62,"134,984",สุขภาพ_388.txt,สุขภาพ
“ทุเรียน” กับความเชื่อผิดๆ ต่อสุขภาพ,https://www.sanook.com/health/28485/,11 พ.ค. 64,"134,592",สุขภาพ_389.txt,สุขภาพ
พุงหาย! ด้วยท่าออกกำลังกายเพียง 10 วินาทีต่อวัน,https://www.sanook.com/health/2349/,7 ก.ย. 60,"133,864",สุขภาพ_390.txt,สุขภาพ
5 อาหารต้านมะเร็งราคาถูก หาทานง่าย,https://www.sanook.com/health/6109/,14 มี.ค. 60,"133,524",สุขภาพ_391.txt,สุขภาพ
“ฝรั่งแช่บ๊วย” อันตราย! เสี่ยงติดเชื้อถึงเสียชีวิต,https://www.sanook.com/health/5533/,15 ก.พ. 60,"133,344",สุขภาพ_392.txt,สุขภาพ
คิดให้ดีก่อนกิน! 10 ของหวานแคลอรี่สูงปรี๊ด,https://www.sanook.com/health/4429/,7 พ.ย. 59,"133,047",สุขภาพ_393.txt,สุขภาพ
วิธีเลือกน้ำมันที่ใช่ กับอาหารที่ชอบ ปลอดภัยได้ประโยชน์แน่นอน,https://www.sanook.com/health/9225/,16 ธ.ค. 60,"132,899",สุขภาพ_394.txt,สุขภาพ
ฟังจากฝั่งญี่ปุ่น ควรกิน “ไข่” วันละกี่ฟอง?,https://www.sanook.com/health/30377/,13 ก.ย. 64,"132,822",สุขภาพ_395.txt,สุขภาพ
"""ต้นตีนเป็ด"" หรือ ""พญาสัตบรรณ"" กับ 6 ประโยชน์ดีๆ ต่อสุขภาพ",https://www.sanook.com/health/13441/,14 ม.ค. 63,"132,420",สุขภาพ_396.txt,สุขภาพ
โรคชิคุนกุนยา โรคร้ายจากยุงลาย มีอาการอย่างไร พร้อมวิธีรักษาและป้องกัน,https://www.sanook.com/health/14129/,10 ส.ค. 63,"132,154",สุขภาพ_397.txt,สุขภาพ
วัคซีนเข็มที่ 3 เข็มบูส จำเป็นหรือไม่ เหมาะกับใครบ้าง,https://www.sanook.com/health/31737/,13 ธ.ค. 64,"131,842",สุขภาพ_398.txt,สุขภาพ
ไขข้อสงสัย หักนิ้วบ่อยๆ เป็นอันตรายหรือไม่?,https://www.sanook.com/health/4157/,23 มิ.ย. 62,"131,483",สุขภาพ_399.txt,สุขภาพ
จริงหรือไม่? ทานอาหารค้างคืน อาจเป็นมะเร็งกระเพาะอาหาร,https://www.sanook.com/health/2033/,3 ธ.ค. 58,"131,345",สุขภาพ_400.txt,สุขภาพ
"แพทย์ศิริราชแนะ 7 วิธี ""ลดน้ำหนัก"" และ ""ไขมันในเลือด"" อย่างได้ผล",https://www.sanook.com/health/13561/,18 พ.ย. 61,"131,051",สุขภาพ_401.txt,สุขภาพ
Sleep Calculator เครื่องมือคำนวณเวลานอน เชื่อถือได้มากแค่ไหน,https://www.sanook.com/health/10409/,1 เม.ย. 61,"130,936",สุขภาพ_402.txt,สุขภาพ
"""แพ้เหงื่อ"" ผื่นผิวหนังที่อาจอันตรายจนถึงชีวิต",https://www.sanook.com/health/9833/,24 ม.ค. 62,"130,836",สุขภาพ_403.txt,สุขภาพ
"กิน ""ยาคุมกำเนิด"" แล้ว แต่ยังอาจเสี่ยง ""ตั้งครรภ์"" หากกินไม่ถูกวิธี",https://www.sanook.com/health/18733/,28 ม.ค. 63,"130,562",สุขภาพ_404.txt,สุขภาพ
โควิด-19: “เจลล้างมือ-แอลกอฮอล์” แบบไหน ฆ่าเชื้อไวรัสได้จริง,https://www.sanook.com/health/20899/,11 มี.ค. 63,"130,024",สุขภาพ_405.txt,สุขภาพ
"มีประจำเดือน ห้าม ""ดื่มน้ำมะพร้าว"" จริงหรือไม่?",https://www.sanook.com/health/24605/,9 ส.ค. 63,"129,598",สุขภาพ_406.txt,สุขภาพ
"ใช้ ""ถุงยางอนามัย"" ทุกครั้งที่มีเพศสัมพันธ์แล้ว ทำไมยังท้องได้?",https://www.sanook.com/health/11361/,11 มิ.ย. 61,"129,381",สุขภาพ_407.txt,สุขภาพ
ไขข้อสงสัย! น้ำเกลือล้างหน้า รักษาสิวได้จริงหรือไม่?,https://www.sanook.com/health/2299/,4 ม.ค. 61,"128,892",สุขภาพ_408.txt,สุขภาพ
10 อาหารอร่อย ที่ทำให้หน้าแก่ก่อนวัยอันควร,https://www.sanook.com/health/1689/,11 พ.ค. 61,"128,640",สุขภาพ_409.txt,สุขภาพ
ไข่ดิบ มีประโยชน์ หรือให้โทษต่อร่างกายกันแน่?,https://www.sanook.com/health/6889/,20 เม.ย. 60,"128,291",สุขภาพ_410.txt,สุขภาพ
โรคติดต่อทางเพศสัมพันธ์ที่ “ถุงยางอนามัย” ไม่ช่วย,https://www.sanook.com/health/6701/,27 พ.ย. 61,"128,270",สุขภาพ_411.txt,สุขภาพ
สัญญาณเตือนเข้าข่ายเป็น “โรควิตกกังวล”,https://www.sanook.com/health/12977/,28 ก.ย. 61,"127,827",สุขภาพ_412.txt,สุขภาพ
4 สัญญาณอันตราย โรคมะเร็งเม็ดเลือดขาว,https://www.sanook.com/health/7941/,7 ก.ย. 60,"126,941",สุขภาพ_413.txt,สุขภาพ
ยาทรามาดอล อันตรายถึงชีวิตเมื่อใช้ผิดประเภท,https://www.sanook.com/health/5749/,20 ธ.ค. 59,"126,883",สุขภาพ_414.txt,สุขภาพ
“ออกกำลังกาย” ช่วงเวลาไหนของวัน ให้ผลต่อร่างกายดีกว่ากัน?,https://www.sanook.com/health/27181/,3 ก.พ. 64,"126,640",สุขภาพ_415.txt,สุขภาพ
12 เรื่องเกี่ยวกับการ “ผายลม” ที่คุณอาจไม่เคยรู้,https://www.sanook.com/health/4497/,10 ส.ค. 59,"126,570",สุขภาพ_416.txt,สุขภาพ
"5 อาหารตัวช่วยในการ ""ขับถ่าย"" ตอนเช้า",https://www.sanook.com/health/17533/,13 ต.ค. 62,"126,437",สุขภาพ_417.txt,สุขภาพ
“กระเทียมดำ” กับ 10 สรรพคุณเลอค่าที่ต่างชาติยังยอมรับ,https://www.sanook.com/health/11465/,12 พ.ย. 61,"126,104",สุขภาพ_418.txt,สุขภาพ
"สัญญาณเตือน 9 โรคอันตรายในช่องท้อง ""ปวดท้อง"" แบบไหนควรระวัง",https://www.sanook.com/health/14997/,27 ก.พ. 62,"125,985",สุขภาพ_419.txt,สุขภาพ
13 ผักผลไม้ตกค้าง “สารพิษ” จากยาฆ่าแมลงมากที่สุด,https://www.sanook.com/health/3429/,6 พ.ค. 59,"125,319",สุขภาพ_420.txt,สุขภาพ
9 สัญญาณอันตราย ระดับน้ำตาลในเลือดสูงเกินไป,https://www.sanook.com/health/5709/,10 ม.ค. 61,"125,128",สุขภาพ_421.txt,สุขภาพ
10 ประโยชน์ดีๆ ของ “ผักชี” ที่อาจทำให้คุณอยากหันมากินเยอะขึ้น,https://www.sanook.com/health/4377/,14 ธ.ค. 61,"124,749",สุขภาพ_422.txt,สุขภาพ
ทำไมต้อง “ขูดหินปูน” ไม่ขูดได้ไหม?,https://www.sanook.com/health/9473/,18 ส.ค. 62,"124,748",สุขภาพ_423.txt,สุขภาพ
"""ดอกเล็บสีขาว"" ปัญหาสุขภาพเล็บ ที่ทุกวัยไม่ควรละเลย",https://www.sanook.com/health/21265/,5 ก.พ. 64,"124,578",สุขภาพ_424.txt,สุขภาพ
10 วิธีดูแลตัวเองหลัง “ทำฟัน-ผ่าฟันคุด”,https://www.sanook.com/health/15265/,15 มี.ค. 62,"124,224",สุขภาพ_425.txt,สุขภาพ
แพทย์แนะวิธี “ทำแท้ง” ที่ปลอดภัย และถูกกฎหมาย,https://www.sanook.com/health/31053/,1 พ.ย. 64,"124,076",สุขภาพ_426.txt,สุขภาพ
คำนวณง่ายๆ ออกกำลังกายแค่ไหน ลดน้ำหนักได้เท่าไร?,https://www.sanook.com/health/14669/,8 ก.พ. 62,"123,931",สุขภาพ_427.txt,สุขภาพ
"""ร้อนวูบวาบ"" ภัยสุขภาพของผู้หญิง ""วัยทอง"" ที่ต้องรู้",https://www.sanook.com/health/21873/,23 เม.ย. 63,"123,632",สุขภาพ_428.txt,สุขภาพ
10 ท่า 10 นาที ออกกำลังกายง่ายๆ รับประกันพุงหาย-ขาเล็ก,https://www.sanook.com/health/8973/,19 ธ.ค. 60,"123,362",สุขภาพ_429.txt,สุขภาพ
"""น้ำมะพร้าว"" กับความเชื่อผิดๆ ที่หลายคนอาจไม่เคยรู้",https://www.sanook.com/health/24969/,23 ก.ย. 63,"123,302",สุขภาพ_430.txt,สุขภาพ
จริงหรือไม่? ติดยาดม อันตรายต่อสุขภาพ?,https://www.sanook.com/health/5237/,13 พ.ย. 60,"122,835",สุขภาพ_431.txt,สุขภาพ
เช็กสุขภาพ “อุจจาระ” แบบไหนดีเลิศ-ควรปรับปรุง,https://www.sanook.com/health/4825/,13 ก.ค. 61,"122,774",สุขภาพ_432.txt,สุขภาพ
9 สัญญาณเตือนภัย เนื้องอกมดลูก,https://www.sanook.com/health/1947/,4 ก.ย. 60,"122,752",สุขภาพ_433.txt,สุขภาพ
จริงหรือไม่ ห้ามอาบน้ำหลังทานอาหาร-ออกกำลังกาย,https://www.sanook.com/health/11065/,21 พ.ค. 61,"122,745",สุขภาพ_434.txt,สุขภาพ
5 วิธีกินยาสมุนไพรแบบผิดๆ เสี่ยงอันตรายถึงชีวิต,https://www.sanook.com/health/6169/,26 ต.ค. 61,"122,642",สุขภาพ_435.txt,สุขภาพ
"วิจัยพบ ""ท้องเสีย"" อีกหนึ่งอาการโรค ""โควิด-19""",https://www.sanook.com/health/21709/,8 เม.ย. 63,"122,247",สุขภาพ_436.txt,สุขภาพ
"""สะอึก"" ไม่หยุด อาจเป็นสัญญาณอันตราย ""หลอดเลือดสมอง""",https://www.sanook.com/health/12833/,18 ก.ย. 61,"122,104",สุขภาพ_437.txt,สุขภาพ
5 อาการอันตรายจาก “ท้องเสีย” หรือ “อุจจาระร่วง” ที่ควรรีบพบแพทย์โดยด่วน,https://www.sanook.com/health/13789/,6 ธ.ค. 61,"122,088",สุขภาพ_438.txt,สุขภาพ
จริงหรือไม่? “คอตตอนบัด” ห้ามใช้เช็ดหู?,https://www.sanook.com/health/3377/,15 พ.ค. 61,"122,060",สุขภาพ_439.txt,สุขภาพ
“โซดาผสมมะนาว” ลดเสี่ยงมะเร็ง-ช่วยดีท็อกซ์ได้จริงหรือ?,https://www.sanook.com/health/8585/,14 มิ.ย. 61,"122,046",สุขภาพ_440.txt,สุขภาพ
6 อาการฉุกเฉินวิกฤติ เข้ารักษาในโรงพยาบาลฟรี 72 ชม.,https://www.sanook.com/health/5937/,29 ก.ย. 61,"121,924",สุขภาพ_441.txt,สุขภาพ
เริ่มระบาดแล้ว! โรค “เฮอร์แปงไจน่า” ตุ่มแผลในปากเด็ก,https://www.sanook.com/health/2665/,11 ก.พ. 59,"121,846",สุขภาพ_442.txt,สุขภาพ
"8 วิธีเด็ด ""เลิกเหล้า"" ได้อย่างถาวร",https://www.sanook.com/health/11429/,17 มิ.ย. 61,"121,674",สุขภาพ_443.txt,สุขภาพ
“ลำไส้ส่วนปลายอักเสบ” อาการ และอาหารที่ควรกิน-ควรเลี่ยง,https://www.sanook.com/health/18879/,25 พ.ย. 62,"121,517",สุขภาพ_444.txt,สุขภาพ
5 วิธีรักษาอาการ “แฮงค์” เมาแล้วมึนหัวหนักมาก จัดด่วน,https://www.sanook.com/health/11497/,22 มิ.ย. 61,"121,492",สุขภาพ_445.txt,สุขภาพ
"""New Normal"" คืออะไร ทำไมชีวิตของเราถึงเปลี่ยนไปหลัง ""โควิด-19""",https://www.sanook.com/health/22569/,13 พ.ค. 63,"121,429",สุขภาพ_446.txt,สุขภาพ
"""ไข่ต้ม"" ที่รอบไข่แดงเป็นสีเขียวอมเทา อันตรายต่อสุขภาพหรือไม่",https://www.sanook.com/health/30725/,7 ต.ค. 64,"121,222",สุขภาพ_447.txt,สุขภาพ
อันตราย! ผักไทยพบสารเคมีตกค้างเกือบ 100% แทบทุกชนิด,https://www.sanook.com/health/5021/,5 ต.ค. 59,"121,140",สุขภาพ_448.txt,สุขภาพ
ก่อนฉีดวัคซีนโควิด-19 ควรงดยาอะไรบ้าง?,https://www.sanook.com/health/28817/,11 มิ.ย. 64,"120,882",สุขภาพ_449.txt,สุขภาพ
"""บอระเพ็ด""สยบความชรา กินมากตับพัง",https://www.sanook.com/health/1769/,30 ต.ค. 58,"120,789",สุขภาพ_450.txt,สุขภาพ
"กิน ""วิตามินซี"" มากไป อาจเป็นอันตรายต่อร่างกายได้",https://www.sanook.com/health/19977/,31 มี.ค. 64,"120,571",สุขภาพ_451.txt,สุขภาพ
“ท้องอืด-อาหารไม่ย่อย” จาก 7 สาเหตุที่คุณอาจไม่เคยรู้,https://www.sanook.com/health/17653/,10 ก.ย. 62,"119,806",สุขภาพ_452.txt,สุขภาพ
“ไอเป็นเลือด” เกิดจากอะไร เสี่ยงโรคอะไรบ้าง?,https://www.sanook.com/health/16765/,1 ก.ค. 62,"119,372",สุขภาพ_453.txt,สุขภาพ
“ปวดท้องด้านซ้ายล่าง” เป็นเพราะอะไร?,https://www.sanook.com/health/17797/,27 ธ.ค. 62,"119,199",สุขภาพ_454.txt,สุขภาพ
3 ประโยชน์ของ “ผงชูรส” ที่คุณอาจไม่รู้,https://www.sanook.com/health/4945/,22 มิ.ย. 61,"118,092",สุขภาพ_455.txt,สุขภาพ
โรคเรียกร้องความสนใจ จาก “ออย Hormones” อันตรายกว่าที่คิด,https://www.sanook.com/health/2073/,7 ธ.ค. 58,"118,056",สุขภาพ_456.txt,สุขภาพ
น้ำหนักขึ้น-ลงเร็วผิดปกติ อันตรายต่อร่างกายอย่างไร?,https://www.sanook.com/health/12509/,23 ส.ค. 61,"118,026",สุขภาพ_457.txt,สุขภาพ
"ประโยชน์ของ ""ผงโกโก้"" เคล็ดลับเสริมสุขภาพที่คุณไม่ควรพลาด",https://www.sanook.com/health/21073/,29 มี.ค. 63,"117,814",สุขภาพ_458.txt,สุขภาพ
อุจจาระเป็นเมือก สีน้ำตาล มีฟอง มีไขมัน เป็นโรคอะไร?,https://www.sanook.com/health/26061/,15 พ.ย. 63,"117,667",สุขภาพ_459.txt,สุขภาพ
เมตตา รุ่งรัตน์ เผยภัยร้ายจากบุหรี่ ทำชีวิตบั้นปลายพังยับ,https://www.sanook.com/health/1381/,28 ก.ย. 58,"117,652",สุขภาพ_460.txt,สุขภาพ
8 ผักผลไม้ที่ไม่ควรปอกเปลือกก่อนทาน,https://www.sanook.com/health/5585/,19 มิ.ย. 62,"117,583",สุขภาพ_461.txt,สุขภาพ
4 สัญญาณอันตราย “หัวใจวายเฉียบพลัน”,https://www.sanook.com/health/9185/,11 ธ.ค. 60,"117,517",สุขภาพ_462.txt,สุขภาพ
ทำไม? กินสับปะรดแล้วถึง “แสบลิ้น”,https://www.sanook.com/health/4777/,11 พ.ค. 60,"117,467",สุขภาพ_463.txt,สุขภาพ
อันตรายจากการใช้ “ด่างทับทิม” ทั้งในครัวเรือน และการรักษาโรค,https://www.sanook.com/health/13413/,19 ส.ค. 62,"117,385",สุขภาพ_464.txt,สุขภาพ
10 วิธีเลิกบุหรี่ด้วยตัวเอง ง่ายๆ แบบนี้ใครๆ ก็ทำได้,https://www.sanook.com/health/3657/,10 พ.ค. 61,"117,323",สุขภาพ_465.txt,สุขภาพ
10 สัญญาณอันตราย “ภูมิคุ้มกันเป็นพิษ”,https://www.sanook.com/health/17415/,21 ส.ค. 62,"117,207",สุขภาพ_466.txt,สุขภาพ
เมล็ดเจีย ธัญพืชสำหรับลดความอ้วนได้ผล,https://www.sanook.com/health/3457/,7 พ.ค. 59,"116,668",สุขภาพ_467.txt,สุขภาพ
"วิธีแก้ ""คอเคล็ด"" ด้วยตัวเอง แบบง่ายๆ",https://www.sanook.com/health/27885/,6 ก.ค. 65,"116,363",สุขภาพ_468.txt,สุขภาพ
“เห็บ-หมัด” อันตรายกับคนมากแค่ไหน เอาออกจากผิวหนังอย่างไรปลอดภัยที่สุด,https://www.sanook.com/health/11109/,24 พ.ค. 61,"116,190",สุขภาพ_469.txt,สุขภาพ
"ไขปัญหาข้องใจ ""ไซนัสอักเสบ"" เกิดขึ้นได้อย่างไร?",https://www.sanook.com/health/7309/,4 มิ.ย. 61,"116,069",สุขภาพ_470.txt,สุขภาพ
“วัคซีนโควิด” ควรฉีดกระตุ้นเมื่อไร ใช้ตัวไหนดี?,https://www.sanook.com/health/29481/,15 ก.ค. 64,"116,043",สุขภาพ_471.txt,สุขภาพ
“เจ็บคอ” ควรกินอะไรบ้าง?,https://www.sanook.com/health/15429/,27 มี.ค. 62,"115,918",สุขภาพ_472.txt,สุขภาพ
"เคล็ดลับง่ายๆ ห่างไกล ""โรคไต"" ทำได้แข็งแรงแน่",https://www.sanook.com/health/3129/,1 เม.ย. 59,"115,807",สุขภาพ_473.txt,สุขภาพ
8 อาหารบำรุงกระดูกและฟัน อร่อยดีมีประโยชน์,https://www.sanook.com/health/8261/,8 มี.ค. 61,"115,585",สุขภาพ_474.txt,สุขภาพ
เรื่องจริง! 7 อวัยวะในร่างกายที่ซ่อมแซมตัวเองได้,https://www.sanook.com/health/7325/,19 ก.พ. 62,"115,006",สุขภาพ_475.txt,สุขภาพ
"อันตรายจาก ""ผึ้งต่อย"" คุณแพ้พิษผึ้งมากแค่ไหน ?",https://www.sanook.com/health/19861/,19 ก.พ. 63,"114,931",สุขภาพ_476.txt,สุขภาพ
"อาหารเสี่ยง ""ไขมันพอกตับ"" โรคร้ายที่หลายคนเป็นโดยไม่รู้ตัว",https://www.sanook.com/health/30901/,20 ต.ค. 64,"114,900",สุขภาพ_477.txt,สุขภาพ
ตารางพลังงานที่เผาผลาญได้จากการออกกำลังกาย 30 นาที ตาม 3 ช่วงน้ำหนัก,https://www.sanook.com/health/12649/,3 ก.ย. 61,"114,209",สุขภาพ_478.txt,สุขภาพ
"5 อาหารควร ""ลด"" เพื่อการลดน้ำหนักแบบเร่งด่วน",https://www.sanook.com/health/32609/,9 ก.พ. 65,"113,602",สุขภาพ_479.txt,สุขภาพ
"6 สัญญาณเตือนภัย ""กรวยไตอักเสบ""",https://www.sanook.com/health/2285/,2 ต.ค. 61,"113,226",สุขภาพ_480.txt,สุขภาพ
5 อาหารที่ทำลาย “ผนังหลอดเลือด” อย่างรุนแรง,https://www.sanook.com/health/33121/,15 มี.ค. 65,"112,976",สุขภาพ_481.txt,สุขภาพ
มีประจำเดือน บริจาคเลือดได้ไหม?,https://www.sanook.com/health/5233/,27 ต.ค. 59,"112,894",สุขภาพ_482.txt,สุขภาพ
จริงหรือไม่? “ไข่ขาว” ดีต่อสุขภาพมากกว่า “ไข่แดง”,https://www.sanook.com/health/5905/,26 ธ.ค. 60,"112,702",สุขภาพ_483.txt,สุขภาพ
"สีของ ""ปัสสาวะ"" บอกอะไรเราได้บ้าง?",https://www.sanook.com/health/28013/,17 เม.ย. 64,"112,420",สุขภาพ_484.txt,สุขภาพ
จริงหรือไม่? ไข่ปลิงที่ติดมากับผักบุ้ง เจริญเติบโตในท้องคนได้,https://www.sanook.com/health/3509/,15 พ.ค. 59,"112,362",สุขภาพ_485.txt,สุขภาพ
รพ.ศิริราช เปิดจองฉีดวัคซีนโควิด-19 “แอสตร้าเซนเนก้า” ฟรี เหลือคิวจำนวนมาก,https://www.sanook.com/health/29845/,7 ส.ค. 64,"112,038",สุขภาพ_486.txt,สุขภาพ
"รู้ไว้! ""ยาสามัญประจำบ้าน"" ประกอบไปด้วยอะไรบ้าง?",https://www.sanook.com/health/13873/,13 ธ.ค. 61,"111,919",สุขภาพ_487.txt,สุขภาพ
เลือดออกปาก-จมูก เป็นโรคอะไรได้บ้าง?,https://www.sanook.com/health/16529/,13 มิ.ย. 62,"110,809",สุขภาพ_488.txt,สุขภาพ
"""7"" สัญญาณ...โรคมะเร็ง โดย นพ.วิชัย เทียนถาวร",https://www.sanook.com/health/1153/,2 ก.ย. 58,"110,745",สุขภาพ_489.txt,สุขภาพ
หมดกังวล! 10 โรคมะเร็งรักษาฟรี ประกันสังคมจ่ายให้,https://www.sanook.com/health/2217/,1 พ.ย. 61,"110,383",สุขภาพ_490.txt,สุขภาพ
อาการของคนที่ติดเชื้อโรค “พิษสุนัขบ้า”,https://www.sanook.com/health/10045/,26 ส.ค. 62,"110,310",สุขภาพ_491.txt,สุขภาพ
"10 อาหารดีต่อใจ บำรุง ""หัวใจ"" ให้แข็งแรง",https://www.sanook.com/health/16453/,8 มิ.ย. 62,"109,985",สุขภาพ_492.txt,สุขภาพ
5 วิธี รักษาโรค “หิด” ให้หายขาด ไม่กลับมาเป็นซ้ำ,https://www.sanook.com/health/14153/,3 ม.ค. 62,"109,694",สุขภาพ_493.txt,สุขภาพ
"ประโยชน์ของ ""กล้วย"" และข้อควรระวัง",https://www.sanook.com/health/27325/,4 ก.ค. 65,"109,607",สุขภาพ_494.txt,สุขภาพ
5 วิธีแก้อาการ “เสียวฟัน” อย่างได้ผล,https://www.sanook.com/health/11509/,23 พ.ค. 62,"109,010",สุขภาพ_495.txt,สุขภาพ
"วิธีดูแล ""แผลเป็นหนอง"" ที่ถูกต้อง",https://www.sanook.com/health/26385/,28 ธ.ค. 63,"108,960",สุขภาพ_496.txt,สุขภาพ
"""ฟ้าทะลายโจร"" ใครที่ควร-ไม่ควรกิน และกินอย่างไรถึงจะรักษาโรคได้",https://www.sanook.com/health/29625/,23 ก.ค. 64,"108,801",สุขภาพ_497.txt,สุขภาพ
10 ประโยชน์ “เห็ดเข็มทอง” ลดน้ำหนัก-เบาหวาน,https://www.sanook.com/health/3373/,9 ก.พ. 60,"108,666",สุขภาพ_498.txt,สุขภาพ
