Title,Link,Date,Views,File_name,Label
สมัคร ใส่ชุดขาวมาสภาฯ ไหว้ลาในที่ประชุมวุฒิสภา,https://www.sanook.com/news/848728/,24 พ.ย. 52,"113,054",การเมือง_420.txt,การเมือง
เท่ง เถิดเทิง เข็ด!! แจงแค่พูดเอาใจเจ้าภาพ งดรับงานเอี่ยวการเมือง,https://www.sanook.com/news/1190138/,7 มิ.ย. 56,"113,028",การเมือง_421.txt,การเมือง
ผู้ชุมนุมกปปส.อโศกเคลื่อนทัพถึงสโมสรทบ.,https://www.sanook.com/news/1431057/,28 ม.ค. 57,"112,768",การเมือง_422.txt,การเมือง
เกาะติดม็อบ! ค้านจับสลากเลขพรรค-บุกบ้านยิ่งลักษณ์,https://www.sanook.com/news/1387902/,26 ธ.ค. 56,"112,726",การเมือง_423.txt,การเมือง
ขสมก. แจ้งปรับเส้นทางเดินรถ 75 สายทาง,https://www.sanook.com/news/1395154/,15 ม.ค. 57,"112,681",การเมือง_424.txt,การเมือง
"""อนาคตใหม่"" อีก 97 คนยื่นใบลาออก ย้ายพรรคซบ “เจ๊ดา อนาคตจันท์”",https://www.sanook.com/news/7948066/,10 พ.ย. 62,"112,461",การเมือง_425.txt,การเมือง
"เพื่อนโพสต์ ""โบว์ อยากเลือกตั้ง-วัฒนา"" คบกันนานแล้วหลังโสด ""ไม่ได้แอบ"" ขโมยกิน",https://www.sanook.com/news/7618506/,22 ธ.ค. 61,"112,327",การเมือง_426.txt,การเมือง
′อภิสิทธิ์′ นั่งร่วมโต๊ะเพื่อไทย-นปช. เผย สองพรรคใหญ่ เห็นตรงกัน,https://www.sanook.com/news/1785090/,24 เม.ย. 58,"112,207",การเมือง_427.txt,การเมือง
เกาะติด! ชัตดาวน์กรุงเทพ 20 ม.ค. 2557,https://www.sanook.com/news/1396218/,20 ม.ค. 57,"112,196",การเมือง_428.txt,การเมือง
เผยภาพ! เชอรี่ ชยาภา ควงหนุ่มเขมรก่อนแต่งงาน,https://www.sanook.com/news/1133529/,31 ก.ค. 55,"111,870",การเมือง_429.txt,การเมือง
"แชร์ว่อน! ภาพบ้าน ""ทักษิณ"" สุดอลังการในดูไบ",https://www.sanook.com/news/1333864/,27 พ.ย. 56,"111,644",การเมือง_430.txt,การเมือง
เจอแล้ว!ตัวแทน“เสิ้นเจิ้น”ขายแท็บเล็ตพันล้านในไทย-เหลือแค่ห้องโล่งๆ,https://www.sanook.com/news/1470838/,13 ก.พ. 57,"111,499",การเมือง_431.txt,การเมือง
"ประมวลผลวันดีเดย์ ""ล้านคน"" ราชดำเนิน ม็อบคึก ""ยิ่งลักษณ์""เก็บตัวเงียบ!!",https://www.sanook.com/news/1333249/,25 พ.ย. 56,"111,493",การเมือง_432.txt,การเมือง
ลุงยิ้ม ตาสว่าง แฉโดนเสื้อแดงหักหลัง ลั่นเตรียมวางมือทางการเมือง,https://www.sanook.com/news/1610253/,11 มิ.ย. 57,"111,458",การเมือง_433.txt,การเมือง
"เผยภาพ ""สุนัย จุลพงศธร"" อดีต ส.ส.เพื่อไทย ลี้ภัยอยู่ฝรั่งเศส ยืนรอรับของบริจาค",https://www.sanook.com/news/7932546/,24 ต.ค. 62,"111,450",การเมือง_434.txt,การเมือง
"ชินแสทัก ""ยิ่งลักษณ์"" ดวงตก ""ทักษิณ"" ไม่หยุดไม่มีโลกอยู่",https://www.sanook.com/news/1309034/,16 พ.ย. 56,"111,434",การเมือง_435.txt,การเมือง
"โอ๊ค พานทองแท้ แต่งงานสุดชื่นมื่น มดดำร่วมอวยพร เผย ""ดีใจสุด""",https://www.sanook.com/news/8583534/,27 มิ.ย. 65,"111,159",การเมือง_436.txt,การเมือง
ทักษิณสัมภาษณ์บีบีซีเรื่องโควิด-19 ชาวเน็ตแห่เทียบวิสัยทัศน์ ถอดรหัสนัยการเมือง,https://www.sanook.com/news/8141454/,13 พ.ค. 63,"110,835",การเมือง_437.txt,การเมือง
สภาวุ่น! ส.ส.รุมล้อมตัวประธานสภา ไม่พอใจการทำหน้าที่,https://www.sanook.com/news/1120729/,30 พ.ค. 55,"110,696",การเมือง_438.txt,การเมือง
"นักวิชาการต่างชาติชี้ ""ยิ่งลักษณ์"" ไม่มีอะไรจะให้แล้ว",https://www.sanook.com/news/1353361/,10 ธ.ค. 56,"110,601",การเมือง_439.txt,การเมือง
คอหวยอย่าพลาด! ทะเบียนรถนายกฯ-เลขเครื่องบิน ลงพื้นที่เชียงราย,https://www.sanook.com/news/8259286/,24 ก.ย. 63,"110,567",การเมือง_440.txt,การเมือง
ผลนับคะแนนเลือกตั้งนายกเมืองพัทยา และสมาชิกสภาเมืองพัทยา (ส.ม.),https://www.sanook.com/news/8565114/,22 พ.ค. 65,"110,498",การเมือง_441.txt,การเมือง
"""ผู้ว่าฯ ณรงค์ศักดิ์"" ทำศึกเลือกตั้งพ่อเมือง กทม. ร้อนฉ่า หลังพลังประชารัฐประกาศทาบทาม",https://www.sanook.com/news/7834250/,14 ก.ค. 62,"110,265",การเมือง_442.txt,การเมือง
โด่ง อรรถชัย เขียนจดหมายสอน ตั๊ก ปม อากง,https://www.sanook.com/news/1117340/,12 พ.ค. 55,"110,072",การเมือง_443.txt,การเมือง
แฉแผนหนี ’ยิ่งลักษณ์’ เปลี่ยนรถที่มีนบุรี ถึงสระแก้วหลัง 4 ทุ่ม,https://www.sanook.com/news/3488302/,12 ก.ย. 60,"110,054",การเมือง_444.txt,การเมือง
"ถามมาตอบไป ""หญิงหน่อย"" ไขสงสัย ""บิ๊กตู่"" ถามหา ส.ส.เพื่อไทย อุบลฯ อยู่ไหน",https://www.sanook.com/news/7901478/,19 ก.ย. 62,"110,041",การเมือง_445.txt,การเมือง
"เสื้อแดงเชียงใหม่ โพสต์ขู่ ""อรอนงค์ ปัญญาวงศ์"" ร่วมม็อบกปปส.",https://www.sanook.com/news/1492294/,28 ก.พ. 57,"109,884",การเมือง_446.txt,การเมือง
ชุมพล ศิลปอาชา เสียชีวิตแล้ว จากภาวะไตวาย ที่รพ.รามาธิบดี,https://www.sanook.com/news/1165297/,21 ม.ค. 56,"109,534",การเมือง_447.txt,การเมือง
เปิดประวัติ หม่อมราชวงศ์สุขุมพันธุ์ บริพัตร ผู้ว่าฯกทม.คนที่ 16,https://www.sanook.com/news/1172326/,4 มี.ค. 56,"109,530",การเมือง_448.txt,การเมือง
"เลือกตั้ง 2562: ผู้สมัคร ส.ส. โพสต์โต้ หลังชาวเน็ตตั้งข้อสังเกต ตัวจริงกับในรูป ""ไม่ตรงปก""",https://www.sanook.com/news/7674946/,10 ก.พ. 62,"109,466",การเมือง_449.txt,การเมือง
"""กรณ์"" โต้ชาวเน็ตปม""รถคันแรก"" เชื่อ ""คอมเม้นต์"" เป็นของทีมงานฝ่ายตรงข้าม""จัดตั้ง""เพื่อถล่ม",https://www.sanook.com/news/1163083/,9 ม.ค. 56,"109,407",การเมือง_450.txt,การเมือง
ประกาศขอแก้ไขการใช้ถ้อยคำถวายความอาลัย,https://www.sanook.com/news/2084382/,16 ต.ค. 59,"109,382",การเมือง_451.txt,การเมือง
ลุงป้อมโดนแคป! ชาวเน็ตแห่แชร์วินาทีพักสายตา กลางพิธีบรมราชาภิเษก,https://www.sanook.com/news/7761410/,4 พ.ค. 62,"109,300",การเมือง_452.txt,การเมือง
"ผบ.ทบ.หลั่งน้ำตา ขอโทษ-เสียใจ เหตุกราดยิงโคราช เผยมูลเหตุ ""จ่าสิบเอก"" คลั่ง",https://www.sanook.com/news/8030022/,11 ก.พ. 63,"109,166",การเมือง_453.txt,การเมือง
ด่วน! แดงป่วนไม่เลิก เผาเซ็นทรัลเวิลด์ ฉุนยุติชุมนุม,https://www.sanook.com/news/933790/,19 พ.ค. 53,"108,865",การเมือง_454.txt,การเมือง
“เดียร์ ขัตติยา” ประกาศลั่นวิวาห์ “22 ธ.ค.”นี้,https://www.sanook.com/news/1153376/,13 พ.ย. 55,"108,661",การเมือง_455.txt,การเมือง
"""จตุพร"" ปวดเฮด พูดภาษาคนตอบคำถาม ""สมจิตต์"" นักข่าวสาว 7 สี",https://www.sanook.com/news/1173289/,9 มี.ค. 56,"108,648",การเมือง_456.txt,การเมือง
โอ๊ค โพสต์ 'พ่อกลับมาแล้ว' ทักษิณ ทวีต 'ผมยังไม่ตาย',https://www.sanook.com/news/1177771/,1 เม.ย. 56,"108,375",การเมือง_457.txt,การเมือง
บิ๊กแดงกร้าว! ขีดเส้นตาย ทหารเกษียณต้องย้ายออกจากบ้านหลวง สิ้นเดือนนี้,https://www.sanook.com/news/8030590/,11 ก.พ. 63,"108,308",การเมือง_458.txt,การเมือง
ทอ. แจงภาพผ้าปูบันไดเครื่องบินว่อนเน็ตไม่ใช่ธงชาติ แค่ผ้ายางกันเปื้อน,https://www.sanook.com/news/1202244/,10 ส.ค. 56,"108,115",การเมือง_459.txt,การเมือง
"7 พรรคลงมติส่ง ""ธนาธร"" ท้าชิงเก้าอี้นายกฯ พรุ่งนี้",https://www.sanook.com/news/7791758/,4 มิ.ย. 62,"108,069",การเมือง_460.txt,การเมือง
ทักษิณ สุดดีใจ เจอหน้าหลานสาวฝาแฝดครั้งแรก,https://www.sanook.com/news/1799830/,22 พ.ค. 58,"107,892",การเมือง_461.txt,การเมือง
ทักษิณปัดตั้งตัวเป็นปธน.รัฐไทยใหม่,https://www.sanook.com/news/923516/,20 เม.ย. 53,"107,874",การเมือง_462.txt,การเมือง
สาธิต ปิตุเตชะ งานเข้า! พริตตี้สาวแจ้งความตร.,https://www.sanook.com/news/1184357/,5 พ.ค. 56,"107,801",การเมือง_463.txt,การเมือง
จับช็อตเด็ด นายกฯ ยื่นเอกสารแผนผังคนกลุ่มหนึ่งให้ “ประวิตร”,https://www.sanook.com/news/7927286/,18 ต.ค. 62,"107,777",การเมือง_464.txt,การเมือง
กู้ภัยอาสาเผย เหตุปะทะหน้าสโมสรทบ.ถูกบิดเบือน,https://www.sanook.com/news/1431267/,29 ม.ค. 57,"107,725",การเมือง_465.txt,การเมือง
ซัน สปาร์ค ต้นหอม!! ถึงชอบแต่ไม่อาจเอื้อมจีบ,https://www.sanook.com/news/2079443/,6 ต.ค. 59,"107,453",การเมือง_466.txt,การเมือง
"ว่อนเน็ต! คลิป ""หมอพรทิพย์"" ให้การคดี 6 ศพวัดปทุมฯ หลังศาลชี้เสียชีวิตจากฝีมือทหารบนรางบีทีเอส",https://www.sanook.com/news/1201466/,6 ส.ค. 56,"107,448",การเมือง_467.txt,การเมือง
คลิปเสียงฉาว! เผยปริศนา หลุดมาได้อย่างไร?,https://www.sanook.com/news/1196107/,8 ก.ค. 56,"107,356",การเมือง_468.txt,การเมือง
CNN เผยอีกคลิป ตำรวจปาวัตถุคล้ายระเบิดใส่ผู้ชุมนุม,https://www.sanook.com/news/1481150/,21 ก.พ. 57,"107,340",การเมือง_469.txt,การเมือง
ยกคำร้องคัดค้านแก้รธน.291 หลังวินิจฉัยไม่เข้าข่ายล้มล้างการปกครอง,https://www.sanook.com/news/1129931/,13 ก.ค. 55,"107,272",การเมือง_470.txt,การเมือง
"สิบล้อเสย รถ""สส.รังสิมา"" รอดตายหวุดหวิด",https://www.sanook.com/news/1182311/,24 เม.ย. 56,"107,179",การเมือง_471.txt,การเมือง
ทักษิณ โชว์รูปในทวิตเตอร์สยบข่าวลือช็อคตาย!,https://www.sanook.com/news/925309/,26 เม.ย. 53,"107,169",การเมือง_472.txt,การเมือง
หนุ่มใหญ่แจ้งเอาผิดอ๊อฟ หมิ่นสถาบัน,https://www.sanook.com/news/945221/,23 มิ.ย. 53,"107,056",การเมือง_473.txt,การเมือง
ระทึก! ไฟโหมไหม้บ้านจักรภพ เพ็ญแข วอด,https://www.sanook.com/news/969675/,28 ก.ย. 53,"107,055",การเมือง_474.txt,การเมือง
"วิธีดุฉบับ ""กุ๊บกิ๊บ"" เมื่อ ""เป่าเปา"" ไม่ยอมกินนมจากเต้า",https://www.sanook.com/news/2094526/,2 พ.ย. 59,"106,820",การเมือง_475.txt,การเมือง
ผัวเมียทะเลาะแทงกันตาย 2 ศพ คาห้องพักมีนบุรี,https://www.sanook.com/news/2066498/,14 ก.ย. 59,"106,717",การเมือง_476.txt,การเมือง
ชูวิทย์ โพสต์ขอ สุเทพ อย่าไปกลั่นแกล้ง ตัน ภาสกรนที,https://www.sanook.com/news/1308661/,14 พ.ย. 56,"106,610",การเมือง_477.txt,การเมือง
"#ประชุมสภา ""ปารีณา"" ประท้วงประธานไม่มีอำนาจ เจอ ""ชวน"" ตัดไมค์เชิญนั่ง",https://www.sanook.com/news/7899586/,18 ก.ย. 62,"106,574",การเมือง_478.txt,การเมือง
พิเชษฐ พันธุ์วิชาติกุล เปิดบูมเบื้องหลัง ส.ส.ประชาธิปัตย์ลาออก,https://www.sanook.com/news/1354124/,14 ธ.ค. 56,"106,311",การเมือง_479.txt,การเมือง
ญาติเคลื่อนศพ สมัคร ตั้งวัดเบญฯพรุ่งนี้,https://www.sanook.com/news/848625/,24 พ.ย. 52,"106,245",การเมือง_480.txt,การเมือง
รังสิมา ลั่นดับเครื่องชนไม่ยอมกม.เผด็จการ,https://www.sanook.com/news/1120848/,31 พ.ค. 55,"106,206",การเมือง_481.txt,การเมือง
วสุ สุฉันทบุตร ผู้ชุมนุม คปท.เสียชีวิตอีกราย เหตุปะทะดินแดง,https://www.sanook.com/news/1388217/,27 ธ.ค. 56,"105,917",การเมือง_482.txt,การเมือง
ภาพล่าสุดของ จตุพร พรหมพันธุ์ ขณะถูกควบคุมตัว,https://www.sanook.com/news/1600069/,27 พ.ค. 57,"105,586",การเมือง_483.txt,การเมือง
"ข้อความสุดท้าย ""วสุ"" ผู้ชุมนุมเสียชีวิตเหตุปะทะ",https://www.sanook.com/news/1388253/,27 ธ.ค. 56,"105,578",การเมือง_484.txt,การเมือง
"""ปริญญ์ พานิชภักดิ์"" รองหัวหน้าพรรคประชาธิปัตย์ โต้ข้อกล่าวหาลวนลามหญิงสาว",https://www.sanook.com/news/8546862/,14 เม.ย. 65,"105,404",การเมือง_485.txt,การเมือง
นายกฯ ไม่ยืนยันปมระเบิด เรียกสอบมือโพสต์เฟซบุ๊ก,https://www.sanook.com/news/1849362/,18 ส.ค. 58,"105,371",การเมือง_486.txt,การเมือง
สภาวุ่นอีก! ปธ.สภา สั่งปิดทันควันหนี ส.ส.ล้อม,https://www.sanook.com/news/1120951/,31 พ.ค. 55,"105,342",การเมือง_487.txt,การเมือง
"ประกาศราชกิจจาฯ ยึดทรัพย์สิน ""หมอโด่ง"" 896 ล้าน เป็นของแผ่นดิน",https://www.sanook.com/news/7914906/,3 ต.ค. 62,"105,298",การเมือง_488.txt,การเมือง
อริสมันต์ เสนอตัวช่วย คสช.ร้องเพลงปรองดอง,https://www.sanook.com/news/1609337/,10 มิ.ย. 57,"105,245",การเมือง_489.txt,การเมือง
วาสนา นาน่วม เผย ทหารไม่มีปฎิวัติแน่นอนยันอยู่เคียงข้างประชาชนทุกสี,https://www.sanook.com/news/1393535/,7 ม.ค. 57,"105,241",การเมือง_490.txt,การเมือง
วิธีตรวจสอบสิทธิเลือกตั้งผู้ว่าฯ กทม. 2565 และสมาชิกสภากรุงเทพมหานคร (ส.ก.),https://www.sanook.com/news/8548994/,17 พ.ค. 65,"105,163",การเมือง_491.txt,การเมือง
ว่อนเน็ต! ภาพล่าสุด ตั้ง อาชีวะ ควงสาวเล่นน้ำทะเลสบายใจ,https://www.sanook.com/news/1470993/,13 ก.พ. 57,"105,034",การเมือง_492.txt,การเมือง
ชูวิทย์ นุ่งกางเกงขาสั้นหอบกะละมังเข้าสภา,https://www.sanook.com/news/1070377/,9 พ.ย. 54,"104,992",การเมือง_493.txt,การเมือง
ทักษิณ-ยิ่งลักษณ์ ควงออกงานคู่ที่กรุงโตเกียว มั่นใจชนะเลือกตั้ง,https://www.sanook.com/news/5870806/,30 มี.ค. 61,"104,985",การเมือง_494.txt,การเมือง
แรงได้อีก เนติวิทย์ โพส คลื่นไส้ทุกทีที่ร้องเพลงชาติ,https://www.sanook.com/news/1355062/,19 ธ.ค. 56,"104,679",การเมือง_495.txt,การเมือง
"ลูกพรรคประชาธิปัตย์ โหวตเสนอ ""หัวหน้าจุรินทร์"" ร่วมรัฐบาลประยุทธ์",https://www.sanook.com/news/7772234/,16 พ.ค. 62,"104,669",การเมือง_496.txt,การเมือง
ศาลให้ประกันสนธิ ลิ้มทองกุล 10 ล้าน,https://www.sanook.com/news/1101228/,28 ก.พ. 55,"104,638",การเมือง_497.txt,การเมือง
มดดำโพสต์ยินดี พ่อคว้ารองประธานสภาฯ ลั่นภูมิใจมาก แม้คิดต่างกัน,https://www.sanook.com/news/7788534/,31 พ.ค. 62,"104,596",การเมือง_498.txt,การเมือง
'เนวิน' เครียดจัดเก็บตัวเงียบหลังส.ส.พลาดเป้า,https://www.sanook.com/news/1037992/,4 ก.ค. 54,"104,589",การเมือง_499.txt,การเมือง
"""ทักษิณ-ยิ่งลักษณ์"" ร่วมงานฉลองมงคลสมรส ""อุ๊งอิ๊ง"" จัดยิ่งใหญ่บนเกาะฮ่องกง",https://www.sanook.com/news/7720338/,22 มี.ค. 62,"104,532",การเมือง_500.txt,การเมือง
เฉลิม ปะทะคารม สมจิตต์ นักข่าวช่อง7 ฝักใฝ่ปชป.-ขี้ข้าทักษิณ,https://www.sanook.com/news/1153726/,15 พ.ย. 55,"104,448",การเมือง_501.txt,การเมือง
รามวุ่น! การ์ดน.ศ.รามฯกั้นมวลชน ปะทะ เสื้อแดง,https://www.sanook.com/news/1334609/,30 พ.ย. 56,"104,419",การเมือง_502.txt,การเมือง
เอม พิณทองทา แจง ภาพทักษิณกอดสาว,https://www.sanook.com/news/1492326/,28 ก.พ. 57,"104,341",การเมือง_503.txt,การเมือง
เปิดประวัติ10รัฐมนตรีใหม่ ครม.ยิ่งลักษณ์2,https://www.sanook.com/news/1092083/,18 ม.ค. 55,"104,341",การเมือง_504.txt,การเมือง
คนตระกูล ณ ระนอง ตัดญาติ กิตติรัตน์ ทรยศชาติ,https://www.sanook.com/news/1309583/,19 พ.ย. 56,"104,259",การเมือง_505.txt,การเมือง
พี่สาว “ยิ่งลักษณ์” ชี้น้องสาวเดินทางนี้ ต้องยอมรับทุกอย่าง,https://www.sanook.com/news/3269622/,25 ส.ค. 60,"104,221",การเมือง_506.txt,การเมือง
ตร.บุกรวบสมเกียรติ พงษ์ไพบูลย์แล้ว,https://www.sanook.com/news/1471760/,18 ก.พ. 57,"104,072",การเมือง_507.txt,การเมือง
"ชาวเน็ตขอแซว ภาพ ""กนกวรรณ"" รมช.ศธ.ลุยน้ำท่วมแต่ดูขาลอย บอก ""โอ๊ะ"" สมชื่อ",https://www.sanook.com/news/8449442/,27 ก.ย. 64,"104,020",การเมือง_508.txt,การเมือง
ผบช.ส.สั่งรปภ.เข้มม็อบบุกสภา เหลือง-แดงหลากสีทยอย,https://www.sanook.com/news/1120639/,30 พ.ค. 55,"103,846",การเมือง_509.txt,การเมือง
ภาพยิ่งลักษณ์ หย่อนบัตรเลือกตั้งผิดกล่อง แชร์สะพัด,https://www.sanook.com/news/1432253/,2 ก.พ. 57,"103,618",การเมือง_510.txt,การเมือง
"ชาวเฟซบุ๊กช่วยกันแชร์ภาพ""ชายหมู""กราบเท้า""หม่อมแม่"" ได้นั่งเก้าอี้ผู้ว่าฯ กทม. อีกหนึ่งสมัย",https://www.sanook.com/news/1172299/,3 มี.ค. 56,"103,512",การเมือง_511.txt,การเมือง
หวยล็อค! อาจารย์ม.ดังสาธิตวิธีล็อกหวย แฉกองสลาก,https://www.sanook.com/news/1521490/,19 มี.ค. 57,"103,443",การเมือง_512.txt,การเมือง
นายกฯไม่รู้ครม.ผ่านพรฎ.อภัยโทษทักษิณ,https://www.sanook.com/news/1072191/,16 พ.ย. 54,"103,441",การเมือง_513.txt,การเมือง
"หลุดว่อนเน็ต! ภาพ ""สุเทพ"" ใส่ชุดคลุมอาบน้ำโรงแรมดัง",https://www.sanook.com/news/1470791/,13 ก.พ. 57,"103,420",การเมือง_514.txt,การเมือง
ประชา แฉภาพ อภิสิทธิ์ ให้คนอื่นกดบัตรแทน,https://www.sanook.com/news/1114410/,26 เม.ย. 55,"103,098",การเมือง_515.txt,การเมือง
"ระทึก!! ชมคลิป นาทีทหารคุมตัว ""ธนาพล บก.ฟ้าเดียวกัน"" และชายอีก 2 คน",https://www.sanook.com/news/1597681/,24 พ.ค. 57,"103,080",การเมือง_516.txt,การเมือง
ทำเนียบทาสีองค์ท้าวมหาพรหมสีแดง,https://www.sanook.com/news/1060557/,5 ต.ค. 54,"102,912",การเมือง_517.txt,การเมือง
บิ๊กโจ๊กเตรียมคัมแบ็กใหญ่กว่าเดิม แหล่งข่าวเผยผ่านสื่อดัง ลุ้นนั่ง ผช.ผบ.ตร.,https://www.sanook.com/news/7811795/,22 มิ.ย. 62,"102,895",การเมือง_518.txt,การเมือง
"โหรวารินทร์ชี้ดวง ""ยิ่งลักษณ์"" อยู่ต่างแดนเป็น 10 ปี ปิดฉากอำนาจเก่า",https://www.sanook.com/news/3270366/,25 ส.ค. 60,"102,870",การเมือง_519.txt,การเมือง
"เปิด""ต้นตอ""อภิมหานาฬิกา""ยิ่งลักษณ์"" 2.5 ล้าน""พิณทองทา""จัดให้",https://www.sanook.com/news/1333916/,27 พ.ย. 56,"102,840",การเมือง_520.txt,การเมือง
กมธ.สรุปยอดปรับลดงบฯ ปี 63 อึ้ง! งบซื้อรถคันใหม่ “ประธานชวน” ราคาสะท้าน,https://www.sanook.com/news/7983062/,15 ธ.ค. 62,"102,814",การเมือง_521.txt,การเมือง
ทักษิณติดผู้ยอดแย่ที่สุดในโลก ยิ่งลักษณ์รั้งที่2-ฮิตเลอร์3,https://www.sanook.com/news/1395506/,16 ม.ค. 57,"102,798",การเมือง_522.txt,การเมือง
"แชร์ว่อน ""ทักษิณ ชินวัตร"" กินข้าวกับสาวปริศนา",https://www.sanook.com/news/1432383/,3 ก.พ. 57,"102,795",การเมือง_523.txt,การเมือง
"ลือหึ่ง! แกนนำเพื่อไทยหอบดีลร่วมรัฐบาลปรึกษา ""แม้ว"" หลังมีข่าวผู้ใหญ่ไม่ปลื้มค่ายสีฟ้า",https://www.sanook.com/news/7977494/,9 ธ.ค. 62,"102,779",การเมือง_524.txt,การเมือง
"เปิดใจ ""ศรีนวล"" ส.ส.เชียงใหม่ เทใจเต็มร้อยไปภูมิใจไทย คับแค้นใจ ""ธนาธร"" ไม่รับไหว้",https://www.sanook.com/news/7984954/,17 ธ.ค. 62,"102,737",การเมือง_525.txt,การเมือง
ผลการลงมติอภิปรายไม่ไว้วางใจ 2556,https://www.sanook.com/news/1334038/,28 พ.ย. 56,"102,381",การเมือง_526.txt,การเมือง
"""ฟลุค เดอะสตาร์"" ประกาศสมทบทุนช่วย ""ยิ่งลักษณ์"" คดีจำนำข้าว",https://www.sanook.com/news/1885866/,20 ต.ค. 58,"102,371",การเมือง_527.txt,การเมือง
ฮือฮา! นายกฯยิ่งลักษณ์เสนอโมเดลชาวนา น้ำท่วมแนะทำประมง,https://www.sanook.com/news/1209720/,19 ก.ย. 56,"102,175",การเมือง_528.txt,การเมือง
ด่วน! ไม่ต่ออายุ พ.ร.ก.ฉุกเฉิน หลัง 30 ก.ย.นี้ พร้อมไฟเขียว นิรโทษกรรมบุคลากรแพทย์,https://www.sanook.com/news/8446518/,21 ก.ย. 64,"101,934",การเมือง_529.txt,การเมือง
อุกอาจ! ยิงรถชาดา สส.ชทพ.กระสุนโดนลูกตายปากช่อง,https://www.sanook.com/news/1137453/,21 ส.ค. 55,"101,892",การเมือง_530.txt,การเมือง
สมเกียรติ จวก พงศพัศ ไม่ควรกลับมารับราชการอีก,https://www.sanook.com/news/1172602/,6 มี.ค. 56,"101,617",การเมือง_531.txt,การเมือง
มือส่งเมล์โอดถูกสื่อคุกคาม แดงจ่อบุกช่อง7,https://www.sanook.com/news/1051606/,30 ส.ค. 54,"101,528",การเมือง_532.txt,การเมือง
เสียชีวิตแล้ว ตำรวจโดนยิงที่สนามกีฬาไทย-ญี่ปุ่น ดินแดง,https://www.sanook.com/news/1388049/,26 ธ.ค. 56,"101,477",การเมือง_533.txt,การเมือง
"การบินไทยตอบแล้ว ""บัตรเลือกตั้ง"" จากนิวซีแลนด์ ทำไมถึงมาล่าช้า?",https://www.sanook.com/news/7723798/,25 มี.ค. 62,"101,416",การเมือง_534.txt,การเมือง
เปิดโผรัฐมนตรี รัฐบาลยิ่งลักษณ์!!,https://www.sanook.com/news/1046310/,9 ส.ค. 54,"101,279",การเมือง_535.txt,การเมือง
6 คำถามกับ “ธาริต เพ็งดิษฐ์” : ผมไม่เคยเปลี่ยนสี,https://www.sanook.com/news/1596493/,22 พ.ค. 57,"101,269",การเมือง_536.txt,การเมือง
"เลือกตั้ง 2562: “ชูวิทย์” วิเคราะห์สูตรจัดตั้งรัฐบาล ฟันธง ""งูเห่า"" จะโผล่ขึ้นมาจากรู",https://www.sanook.com/news/7724478/,26 มี.ค. 62,"100,924",การเมือง_537.txt,การเมือง
"""ชูวิทย์"" ยกกรณี""เท่ง เถิดเทิง""โพสต์FB ร่ายยาว โยงคราวร่วมงานแต่ง โชว์ผลงานตรวจสอบรบ.",https://www.sanook.com/news/1190276/,8 มิ.ย. 56,"100,827",การเมือง_538.txt,การเมือง
เปิดชื่อ 79 พธม. ถูกหมายเรียกก่อการร้าย จอย-ตั้วโดนด้วย,https://www.sanook.com/news/951174/,13 ก.ค. 53,"100,825",การเมือง_539.txt,การเมือง
มัลลิกา จวก นายกฯ หยุดหายใจแทน ทักษิณ,https://www.sanook.com/news/1078693/,20 ธ.ค. 54,"100,522",การเมือง_540.txt,การเมือง
หนุ่มไทยอัดคลิปแจงฝรั่ง หลังมีข่าวเที่ยวไทยช่วงนี้ไม่สนุก,https://www.sanook.com/news/2087486/,20 ต.ค. 59,"100,489",การเมือง_541.txt,การเมือง
"เสรีพิศุทธ์ เสียใจประยุทธ์ตัดพี่น้อง ชมเปาะประวิตรไม่โกรธที่แซวนาฬิการุ่น ""ยืมเพื่อนมา""",https://www.sanook.com/news/7846550/,25 ก.ค. 62,"100,336",การเมือง_542.txt,การเมือง
เลือกตั้ง 2562: บัตรเกิดใหม่ในหีบ? สุดารัตน์สงสัยแค่ 4 วัน ผู้ใช้สิทธิ์เพิ่ม 4 ล้านคน,https://www.sanook.com/news/7727726/,28 มี.ค. 62,"100,239",การเมือง_543.txt,การเมือง
"ศาลรธน.รับคดี ""ปู"" สิ้นสุดนายกรัฐมนตรี",https://www.sanook.com/news/1548243/,2 เม.ย. 57,"100,223",การเมือง_544.txt,การเมือง
ส่องคอมเมนต์รายการตลาดวิชาอนาคตใหม่ นักเรียนแห่ฟ้องอาจารย์ปิยบุตร,https://www.sanook.com/news/7778966/,23 พ.ค. 62,"100,036",การเมือง_545.txt,การเมือง
พล.ต.อ.ประวุฒิ ถาวรศิริ ลาออกจากราชการตำรวจ,https://www.sanook.com/news/1889690/,27 ต.ค. 58,"99,871",การเมือง_546.txt,การเมือง
ไอซ์ แอบเขิน โหน่ง ชะชะช่า เชียร์ลูกชายให้ขอได้แล้วอยากอุ้มหลาน,https://www.sanook.com/news/2075643/,29 ก.ย. 59,"99,793",การเมือง_547.txt,การเมือง
สุชาติ ชมกลิ่น ส.ส.ชลบุรี บุกอังกฤษล่า ธนาธร-ช่อ กลับไทย วอนหยุดพูดให้ร้ายประเทศ,https://www.sanook.com/news/7835834/,15 ก.ค. 62,"99,705",การเมือง_548.txt,การเมือง
